,county_code,city_town_code,ward_number,precinct_number,precinct_label,G20PRERTRU,G20PREDBID,G20PRENDEL,G20USSNDER,G20USSTWIL,G20PRETBLA,G20PRELJOR,G20PREGHAW,G20USSGSQU,G20USSDPET,G20USSRJAM,COUNTYFIPS,city_town_name_x,join_id,Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description),city_town_name_y,_merge
1292,39,16,0,4,,412.0,944.0,0.0,1.0,5.0,2.0,21.0,3.0,12.0,898.0,461.0,077,OSHTEMO TOWNSHIP,077-OSHTEMO TOWNSHIP,,,,,,,,,left_only
1293,39,16,0,5,,224.0,843.0,3.0,7.0,13.0,1.0,15.0,3.0,21.0,802.0,226.0,077,OSHTEMO TOWNSHIP,077-OSHTEMO TOWNSHIP,,,,,,,,,left_only
1294,39,16,0,6,,396.0,829.0,1.0,2.0,13.0,2.0,13.0,3.0,12.0,777.0,427.0,077,OSHTEMO TOWNSHIP,077-OSHTEMO TOWNSHIP,,,,,,,,,left_only
1295,39,16,0,7,,422.0,759.0,0.0,2.0,15.0,3.0,11.0,4.0,15.0,714.0,448.0,077,OSHTEMO TOWNSHIP,077-OSHTEMO TOWNSHIP,,,,,,,,,left_only
1296,39,16,0,8,,292.0,508.0,0.0,4.0,12.0,1.0,13.0,4.0,5.0,484.0,304.0,077,OSHTEMO TOWNSHIP,077-OSHTEMO TOWNSHIP,,,,,,,,,left_only
1297,39,16,0,9,,673.0,1134.0,0.0,4.0,10.0,1.0,22.0,3.0,21.0,1059.0,721.0,077,OSHTEMO TOWNSHIP,077-OSHTEMO TOWNSHIP,,,,,,,,,left_only
1298,39,16,0,10,,330.0,379.0,1.0,2.0,4.0,1.0,8.0,1.0,7.0,352.0,349.0,077,OSHTEMO TOWNSHIP,077-OSHTEMO TOWNSHIP,,,,,,,,,left_only
1312,39,28,0,1,,986.0,801.0,0.0,2.0,9.0,6.0,32.0,4.0,10.0,719.0,1083.0,077,TEXAS TOWNSHIP,077-TEXAS TOWNSHIP,,,,,,,,,left_only
1313,39,28,0,2,,889.0,745.0,0.0,4.0,2.0,2.0,12.0,2.0,4.0,684.0,943.0,077,TEXAS TOWNSHIP,077-TEXAS TOWNSHIP,,,,,,,,,left_only
1314,39,28,0,3,,568.0,793.0,2.0,3.0,8.0,5.0,16.0,4.0,17.0,738.0,610.0,077,TEXAS TOWNSHIP,077-TEXAS TOWNSHIP,,,,,,,,,left_only
1315,39,28,0,4,,875.0,1247.0,1.0,4.0,3.0,1.0,28.0,4.0,10.0,1130.0,1007.0,077,TEXAS TOWNSHIP,077-TEXAS TOWNSHIP,,,,,,,,,left_only
1316,39,28,0,5,,892.0,1203.0,2.0,3.0,8.0,3.0,28.0,3.0,14.0,1089.0,1010.0,077,TEXAS TOWNSHIP,077-TEXAS TOWNSHIP,,,,,,,,,left_only
1317,39,28,0,6,,1021.0,1006.0,1.0,2.0,15.0,2.0,36.0,1.0,8.0,866.0,1168.0,077,TEXAS TOWNSHIP,077-TEXAS TOWNSHIP,,,,,,,,,left_only
1372,40,10,0,1,,657.0,282.0,0.0,7.0,10.0,2.0,14.0,0.0,2.0,283.0,646.0,079,COLD SPRINGS TOWNSHIP,079-COLD SPRINGS TOWNSHIP,,,,,,,,,left_only
1421,41,16,0,1,,670.0,591.0,0.0,0.0,1.0,0.0,13.0,2.0,2.0,502.0,769.0,081,CASCADE TOWNSHIP,081-CASCADE TOWNSHIP,,,,,,,,,left_only
1422,41,16,0,2,,765.0,718.0,0.0,0.0,1.0,0.0,15.0,3.0,4.0,611.0,884.0,081,CASCADE TOWNSHIP,081-CASCADE TOWNSHIP,,,,,,,,,left_only
1423,41,16,0,3,,543.0,474.0,3.0,1.0,3.0,1.0,11.0,3.0,4.0,421.0,608.0,081,CASCADE TOWNSHIP,081-CASCADE TOWNSHIP,,,,,,,,,left_only
1424,41,16,0,4,,715.0,785.0,1.0,3.0,5.0,0.0,26.0,2.0,4.0,659.0,852.0,081,CASCADE TOWNSHIP,081-CASCADE TOWNSHIP,,,,,,,,,left_only
1425,41,16,0,5,,1120.0,910.0,0.0,0.0,9.0,0.0,31.0,4.0,9.0,755.0,1289.0,081,CASCADE TOWNSHIP,081-CASCADE TOWNSHIP,,,,,,,,,left_only
1426,41,16,0,6,,579.0,727.0,1.0,1.0,5.0,2.0,16.0,3.0,5.0,665.0,648.0,081,CASCADE TOWNSHIP,081-CASCADE TOWNSHIP,,,,,,,,,left_only
1427,41,16,0,7,,534.0,516.0,0.0,1.0,3.0,0.0,7.0,1.0,4.0,469.0,580.0,081,CASCADE TOWNSHIP,081-CASCADE TOWNSHIP,,,,,,,,,left_only
1428,41,16,0,8,,529.0,656.0,0.0,0.0,2.0,0.0,11.0,0.0,5.0,602.0,586.0,081,CASCADE TOWNSHIP,081-CASCADE TOWNSHIP,,,,,,,,,left_only
1429,41,16,0,9,,574.0,652.0,1.0,0.0,6.0,0.0,19.0,4.0,10.0,574.0,658.0,081,CASCADE TOWNSHIP,081-CASCADE TOWNSHIP,,,,,,,,,left_only
1430,41,16,0,10,,682.0,498.0,0.0,0.0,3.0,3.0,21.0,7.0,10.0,432.0,763.0,081,CASCADE TOWNSHIP,081-CASCADE TOWNSHIP,,,,,,,,,left_only
1434,41,20,0,1,,1367.0,564.0,0.0,1.0,10.0,4.0,34.0,0.0,9.0,486.0,1447.0,081,GAINES TOWNSHIP,081-GAINES TOWNSHIP,,,,,,,,,left_only
1435,41,20,0,2,,719.0,664.0,2.0,1.0,9.0,2.0,15.0,2.0,6.0,599.0,785.0,081,GAINES TOWNSHIP,081-GAINES TOWNSHIP,,,,,,,,,left_only
1436,41,20,0,3,,945.0,605.0,0.0,4.0,17.0,1.0,39.0,4.0,8.0,555.0,1002.0,081,GAINES TOWNSHIP,081-GAINES TOWNSHIP,,,,,,,,,left_only
1437,41,20,0,4,,752.0,835.0,2.0,2.0,37.0,6.0,21.0,8.0,25.0,790.0,753.0,081,GAINES TOWNSHIP,081-GAINES TOWNSHIP,,,,,,,,,left_only
1438,41,20,0,5,,489.0,787.0,2.0,5.0,17.0,1.0,24.0,7.0,14.0,747.0,515.0,081,GAINES TOWNSHIP,081-GAINES TOWNSHIP,,,,,,,,,left_only
1439,41,20,0,6,,1004.0,635.0,0.0,1.0,9.0,1.0,32.0,1.0,9.0,535.0,1122.0,081,GAINES TOWNSHIP,081-GAINES TOWNSHIP,,,,,,,,,left_only
1440,41,20,0,7,,1437.0,855.0,0.0,1.0,10.0,0.0,29.0,3.0,16.0,770.0,1522.0,081,GAINES TOWNSHIP,081-GAINES TOWNSHIP,,,,,,,,,left_only
1441,41,20,0,8,,1082.0,765.0,2.0,5.0,15.0,3.0,40.0,4.0,20.0,723.0,1118.0,081,GAINES TOWNSHIP,081-GAINES TOWNSHIP,,,,,,,,,left_only
1442,41,20,0,9,,624.0,808.0,0.0,1.0,8.0,0.0,15.0,0.0,6.0,752.0,666.0,081,GAINES TOWNSHIP,081-GAINES TOWNSHIP,,,,,,,,,left_only
1443,41,22,0,1,,674.0,674.0,0.0,2.0,3.0,2.0,13.0,2.0,14.0,586.0,760.0,081,GRAND RAPIDS TOWNSHIP,081-GRAND RAPIDS TOWNSHIP,,,,,,,,,left_only
1444,41,22,0,2,,430.0,466.0,0.0,0.0,3.0,2.0,9.0,0.0,3.0,446.0,449.0,081,GRAND RAPIDS TOWNSHIP,081-GRAND RAPIDS TOWNSHIP,,,,,,,,,left_only
1445,41,22,0,3,,636.0,901.0,1.0,0.0,5.0,2.0,16.0,1.0,7.0,794.0,760.0,081,GRAND RAPIDS TOWNSHIP,081-GRAND RAPIDS TOWNSHIP,,,,,,,,,left_only
1446,41,22,0,4,,721.0,933.0,1.0,3.0,3.0,1.0,25.0,5.0,9.0,827.0,834.0,081,GRAND RAPIDS TOWNSHIP,081-GRAND RAPIDS TOWNSHIP,,,,,,,,,left_only
1447,41,22,0,5,,714.0,896.0,1.0,1.0,3.0,0.0,17.0,4.0,12.0,804.0,804.0,081,GRAND RAPIDS TOWNSHIP,081-GRAND RAPIDS TOWNSHIP,,,,,,,,,left_only
1448,41,22,0,6,,733.0,741.0,1.0,3.0,12.0,1.0,27.0,6.0,17.0,684.0,783.0,081,GRAND RAPIDS TOWNSHIP,081-GRAND RAPIDS TOWNSHIP,,,,,,,,,left_only
1449,41,22,0,7,,406.0,380.0,2.0,1.0,1.0,0.0,6.0,2.0,4.0,377.0,411.0,081,GRAND RAPIDS TOWNSHIP,081-GRAND RAPIDS TOWNSHIP,,,,,,,,,left_only
1450,41,22,0,8,,722.0,884.0,0.0,0.0,4.0,1.0,28.0,1.0,6.0,775.0,852.0,081,GRAND RAPIDS TOWNSHIP,081-GRAND RAPIDS TOWNSHIP,,,,,,,,,left_only
1451,41,22,0,9,,553.0,500.0,1.0,1.0,6.0,0.0,12.0,3.0,3.0,446.0,616.0,081,GRAND RAPIDS TOWNSHIP,081-GRAND RAPIDS TOWNSHIP,,,,,,,,,left_only
1454,41,26,0,1,,1256.0,757.0,1.0,4.0,17.0,5.0,37.0,5.0,17.0,675.0,1339.0,081,LOWELL TOWNSHIP,081-LOWELL TOWNSHIP,,,,,,,,,left_only
1455,41,26,0,2,,964.0,841.0,2.0,4.0,25.0,4.0,40.0,4.0,14.0,785.0,1008.0,081,LOWELL TOWNSHIP,081-LOWELL TOWNSHIP,,,,,,,,,left_only
1461,41,32,0,1,,1298.0,998.0,2.0,4.0,10.0,2.0,31.0,3.0,14.0,930.0,1378.0,081,PLAINFIELD TOWNSHIP,081-PLAINFIELD TOWNSHIP,,,,,,,,,left_only
1462,41,32,0,2,,1165.0,808.0,0.0,3.0,22.0,2.0,32.0,4.0,11.0,758.0,1203.0,081,PLAINFIELD TOWNSHIP,081-PLAINFIELD TOWNSHIP,,,,,,,,,left_only
1463,41,32,0,3,,710.0,741.0,3.0,10.0,14.0,2.0,35.0,5.0,11.0,716.0,731.0,081,PLAINFIELD TOWNSHIP,081-PLAINFIELD TOWNSHIP,,,,,,,,,left_only
1464,41,32,0,4,,828.0,936.0,1.0,2.0,23.0,0.0,31.0,6.0,19.0,837.0,897.0,081,PLAINFIELD TOWNSHIP,081-PLAINFIELD TOWNSHIP,,,,,,,,,left_only
1465,41,32,0,5,,867.0,820.0,3.0,2.0,24.0,5.0,30.0,6.0,23.0,758.0,898.0,081,PLAINFIELD TOWNSHIP,081-PLAINFIELD TOWNSHIP,,,,,,,,,left_only
1466,41,32,0,6,,1504.0,1059.0,0.0,5.0,23.0,7.0,33.0,3.0,17.0,966.0,1579.0,081,PLAINFIELD TOWNSHIP,081-PLAINFIELD TOWNSHIP,,,,,,,,,left_only
1467,41,32,0,7,,1255.0,1142.0,3.0,1.0,9.0,1.0,17.0,9.0,8.0,1042.0,1369.0,081,PLAINFIELD TOWNSHIP,081-PLAINFIELD TOWNSHIP,,,,,,,,,left_only
1468,41,32,0,8,,1089.0,1125.0,0.0,3.0,23.0,2.0,43.0,7.0,18.0,1055.0,1143.0,081,PLAINFIELD TOWNSHIP,081-PLAINFIELD TOWNSHIP,,,,,,,,,left_only
1469,41,32,0,9,,1140.0,903.0,3.0,1.0,15.0,5.0,21.0,3.0,16.0,854.0,1169.0,081,PLAINFIELD TOWNSHIP,081-PLAINFIELD TOWNSHIP,,,,,,,,,left_only
1470,41,32,0,10,,872.0,686.0,1.0,4.0,9.0,1.0,26.0,4.0,6.0,626.0,943.0,081,PLAINFIELD TOWNSHIP,081-PLAINFIELD TOWNSHIP,,,,,,,,,left_only
1471,41,32,0,11,,827.0,681.0,0.0,2.0,10.0,1.0,25.0,2.0,17.0,617.0,900.0,081,PLAINFIELD TOWNSHIP,081-PLAINFIELD TOWNSHIP,,,,,,,,,left_only
1684,44,50,0,1,,396.0,274.0,0.0,4.0,13.0,1.0,3.0,3.0,4.0,266.0,378.0,087,IMLAY CITY,087-IMLAY CITY,,,,,,,,,left_only
1685,44,50,0,2,,537.0,391.0,0.0,6.0,17.0,1.0,15.0,3.0,10.0,401.0,499.0,087,IMLAY CITY,087-IMLAY CITY,,,,,,,,,left_only
1690,44,54,0,1,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,087,BROWN CITY,087-BROWN CITY,,,,,,,,,left_only
1694,45,8,0,1,,1047.0,1195.0,0.0,1.0,8.0,0.0,13.0,7.0,17.0,1107.0,1114.0,089,ELMWOOD TOWNSHIP,089-ELMWOOD TOWNSHIP,,,,,,,,,left_only
1695,45,8,0,2,,667.0,642.0,0.0,1.0,4.0,1.0,11.0,1.0,5.0,601.0,705.0,089,ELMWOOD TOWNSHIP,089-ELMWOOD TOWNSHIP,,,,,,,,,left_only
1703,45,52,0,4,,110.0,120.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,112.0,117.0,089,TRAVERSE CITY,089-TRAVERSE CITY,,,,,,,,,left_only
1719,46,22,0,1,,635.0,512.0,1.0,4.0,13.0,3.0,15.0,6.0,11.0,486.0,643.0,091,MADISON TOWNSHIP,091-MADISON TOWNSHIP,,,,,,,,,left_only
1720,46,22,0,2,,776.0,324.0,0.0,2.0,7.0,1.0,14.0,0.0,6.0,297.0,786.0,091,MADISON TOWNSHIP,091-MADISON TOWNSHIP,,,,,,,,,left_only
1721,46,22,0,3,,556.0,393.0,1.0,3.0,8.0,2.0,7.0,0.0,2.0,369.0,563.0,091,MADISON TOWNSHIP,091-MADISON TOWNSHIP,,,,,,,,,left_only
1870,50,8,0,1,,615.0,559.0,1.0,8.0,13.0,3.0,5.0,2.0,11.0,536.0,596.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1871,50,8,0,2,,323.0,236.0,0.0,1.0,11.0,0.0,10.0,3.0,8.0,241.0,300.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1872,50,8,0,3,,648.0,748.0,3.0,6.0,36.0,4.0,18.0,6.0,21.0,736.0,606.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1873,50,8,0,4,,189.0,169.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,171.0,173.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1874,50,8,0,5,,111.0,902.0,1.0,6.0,24.0,4.0,3.0,3.0,8.0,877.0,104.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1875,50,8,0,6,,464.0,852.0,1.0,9.0,13.0,3.0,16.0,3.0,21.0,845.0,441.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1876,50,8,0,7,,321.0,314.0,0.0,3.0,12.0,1.0,12.0,0.0,9.0,303.0,310.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1877,50,8,0,8,,519.0,519.0,0.0,7.0,15.0,3.0,8.0,3.0,7.0,523.0,490.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1878,50,8,0,9,,385.0,328.0,1.0,6.0,10.0,1.0,8.0,4.0,12.0,324.0,367.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1879,50,8,0,10,,625.0,356.0,0.0,0.0,4.0,0.0,10.0,0.0,5.0,352.0,616.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1880,50,8,0,11,,515.0,727.0,1.0,6.0,22.0,1.0,13.0,3.0,12.0,729.0,482.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1881,50,8,0,12,,290.0,336.0,1.0,4.0,15.0,0.0,6.0,0.0,5.0,327.0,278.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1882,50,8,0,13,,742.0,722.0,0.0,9.0,34.0,3.0,17.0,7.0,19.0,705.0,704.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1883,50,8,0,14,,312.0,205.0,0.0,2.0,6.0,1.0,8.0,0.0,5.0,220.0,291.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1884,50,8,0,15,,538.0,460.0,0.0,3.0,18.0,3.0,12.0,1.0,12.0,457.0,513.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1885,50,8,0,16,,666.0,658.0,0.0,2.0,10.0,2.0,10.0,1.0,6.0,671.0,626.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1886,50,8,0,17,,581.0,450.0,0.0,2.0,16.0,0.0,11.0,3.0,10.0,462.0,539.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1887,50,8,0,18,,599.0,422.0,1.0,2.0,10.0,1.0,9.0,4.0,6.0,434.0,567.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1888,50,8,0,19,,641.0,429.0,1.0,3.0,8.0,1.0,4.0,2.0,5.0,420.0,632.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1889,50,8,0,20,,78.0,279.0,0.0,1.0,11.0,0.0,5.0,1.0,2.0,275.0,71.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1890,50,8,0,21,,254.0,459.0,0.0,4.0,14.0,2.0,5.0,2.0,4.0,446.0,241.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1891,50,8,0,22,,468.0,1000.0,0.0,4.0,17.0,2.0,12.0,4.0,10.0,983.0,455.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1892,50,8,0,23,,852.0,717.0,0.0,4.0,10.0,0.0,23.0,1.0,8.0,725.0,818.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1893,50,8,0,24,,514.0,414.0,0.0,1.0,15.0,1.0,7.0,0.0,5.0,415.0,493.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1894,50,8,0,25,,589.0,625.0,2.0,5.0,14.0,1.0,9.0,5.0,9.0,633.0,561.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1895,50,8,0,26,,722.0,609.0,0.0,3.0,11.0,1.0,14.0,3.0,5.0,602.0,714.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1896,50,8,0,27,,687.0,410.0,0.0,1.0,7.0,1.0,5.0,1.0,4.0,428.0,648.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1897,50,8,0,28,,382.0,927.0,0.0,9.0,25.0,1.0,11.0,6.0,16.0,910.0,355.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1898,50,8,0,29,,837.0,634.0,0.0,2.0,14.0,2.0,10.0,3.0,2.0,626.0,821.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1899,50,8,0,30,,521.0,674.0,0.0,4.0,20.0,3.0,14.0,4.0,16.0,643.0,517.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1900,50,8,0,31,,793.0,749.0,0.0,5.0,23.0,1.0,11.0,4.0,18.0,752.0,734.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1901,50,8,0,32,,476.0,377.0,0.0,2.0,4.0,1.0,5.0,3.0,1.0,383.0,461.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1902,50,8,0,33,,953.0,1050.0,2.0,6.0,27.0,1.0,16.0,6.0,10.0,1041.0,919.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1903,50,8,0,34,,568.0,1097.0,1.0,6.0,12.0,3.0,29.0,7.0,21.0,1058.0,566.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1904,50,8,0,35,,1022.0,863.0,0.0,1.0,19.0,2.0,16.0,4.0,10.0,866.0,986.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1905,50,8,0,36,,673.0,807.0,0.0,2.0,17.0,1.0,19.0,4.0,9.0,799.0,648.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1906,50,8,0,37,,908.0,802.0,0.0,3.0,22.0,3.0,14.0,1.0,17.0,806.0,850.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1907,50,8,0,38,,585.0,469.0,1.0,0.0,6.0,0.0,16.0,3.0,7.0,441.0,605.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1908,50,8,0,39,,589.0,430.0,2.0,0.0,9.0,1.0,9.0,5.0,7.0,431.0,576.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1909,50,8,0,40,,867.0,741.0,0.0,2.0,16.0,3.0,14.0,3.0,9.0,744.0,822.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1910,50,8,0,41,,710.0,611.0,1.0,7.0,11.0,1.0,14.0,3.0,10.0,595.0,678.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1911,50,8,0,42,,692.0,976.0,0.0,6.0,25.0,2.0,24.0,4.0,19.0,975.0,639.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1912,50,8,0,43,,408.0,257.0,1.0,1.0,5.0,0.0,5.0,0.0,5.0,259.0,390.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1913,50,8,0,44,,1196.0,895.0,1.0,2.0,17.0,1.0,20.0,6.0,9.0,905.0,1163.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1914,50,8,0,45,,845.0,521.0,0.0,2.0,7.0,0.0,19.0,4.0,4.0,540.0,813.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1915,50,8,0,46,,1090.0,1071.0,0.0,1.0,17.0,1.0,18.0,3.0,4.0,1055.0,1081.0,099,CLINTON TOWNSHIP,099-CLINTON TOWNSHIP,,,,,,,,,left_only
1916,50,10,0,1,,793.0,715.0,0.0,3.0,14.0,1.0,13.0,7.0,21.0,720.0,745.0,099,HARRISON TOWNSHIP,099-HARRISON TOWNSHIP,,,,,,,,,left_only
1917,50,10,0,2,,880.0,894.0,0.0,3.0,16.0,0.0,20.0,5.0,18.0,868.0,868.0,099,HARRISON TOWNSHIP,099-HARRISON TOWNSHIP,,,,,,,,,left_only
1918,50,10,0,3,,953.0,553.0,0.0,6.0,16.0,2.0,19.0,2.0,14.0,564.0,916.0,099,HARRISON TOWNSHIP,099-HARRISON TOWNSHIP,,,,,,,,,left_only
1919,50,10,0,4,,1021.0,753.0,1.0,2.0,14.0,1.0,22.0,2.0,6.0,761.0,989.0,099,HARRISON TOWNSHIP,099-HARRISON TOWNSHIP,,,,,,,,,left_only
1920,50,10,0,5,,1157.0,432.0,1.0,2.0,11.0,1.0,11.0,3.0,2.0,446.0,1123.0,099,HARRISON TOWNSHIP,099-HARRISON TOWNSHIP,,,,,,,,,left_only
1921,50,10,0,6,,929.0,810.0,1.0,2.0,15.0,2.0,16.0,3.0,17.0,790.0,912.0,099,HARRISON TOWNSHIP,099-HARRISON TOWNSHIP,,,,,,,,,left_only
1922,50,10,0,7,,962.0,569.0,1.0,1.0,19.0,2.0,24.0,3.0,10.0,584.0,924.0,099,HARRISON TOWNSHIP,099-HARRISON TOWNSHIP,,,,,,,,,left_only
1923,50,10,0,8,,493.0,685.0,1.0,2.0,17.0,1.0,6.0,5.0,8.0,679.0,468.0,099,HARRISON TOWNSHIP,099-HARRISON TOWNSHIP,,,,,,,,,left_only
1924,50,10,0,9,,1005.0,521.0,0.0,2.0,14.0,3.0,11.0,2.0,5.0,533.0,964.0,099,HARRISON TOWNSHIP,099-HARRISON TOWNSHIP,,,,,,,,,left_only
1925,50,10,0,10,,831.0,484.0,0.0,5.0,13.0,2.0,14.0,2.0,6.0,511.0,770.0,099,HARRISON TOWNSHIP,099-HARRISON TOWNSHIP,,,,,,,,,left_only
1971,50,22,0,1,,1648.0,773.0,0.0,1.0,15.0,1.0,16.0,3.0,9.0,761.0,1622.0,099,SHELBY TOWNSHIP,099-SHELBY TOWNSHIP,,,,,,,,,left_only
1972,50,22,0,2,,1278.0,613.0,2.0,1.0,24.0,1.0,13.0,4.0,13.0,624.0,1216.0,099,SHELBY TOWNSHIP,099-SHELBY TOWNSHIP,,,,,,,,,left_only
1973,50,22,0,3,,560.0,345.0,1.0,5.0,9.0,0.0,12.0,3.0,5.0,351.0,547.0,099,SHELBY TOWNSHIP,099-SHELBY TOWNSHIP,,,,,,,,,left_only
1974,50,22,0,4,,932.0,507.0,1.0,4.0,14.0,2.0,20.0,2.0,4.0,504.0,921.0,099,SHELBY TOWNSHIP,099-SHELBY TOWNSHIP,,,,,,,,,left_only
1975,50,22,0,5,,694.0,554.0,1.0,2.0,6.0,2.0,12.0,2.0,2.0,555.0,673.0,099,SHELBY TOWNSHIP,099-SHELBY TOWNSHIP,,,,,,,,,left_only
